,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,customer_percentage_by_state,total_charge,total_calls,total_minutes,day_charge_per_call,eve_charge_per_call,night_charge_per_call,intl_charge_per_call,day_call_length_per_call,eve_call_length_per_call,night_call_length_per_call,intl_call_length_per_call,day_charge_per_min,eve_charge_per_min,night_charge_per_min,intl_charge_per_min,day_charge_percentage,eve_charge_percentage,night_charge_percentage,intl_charge_percentage
1741,MN,85,415,0,0,0,255.3,114,43.4,194.6,83,16.54,276.6,78,12.45,3.7,5,1.0,3,0,0.032,73.0,280.0,730.0,0.381,0.199,0.16,0.2,2.239,2.345,3.546,0.74,0.17,0.085,0.045,0.27,0.595,0.227,0.171,0.014
1742,HI,79,415,0,0,0,41.9,124,7.12,211.0,95,17.94,237.9,55,10.71,11.4,5,3.08,1,0,0.008,39.0,279.0,502.0,0.057,0.189,0.195,0.616,0.338,2.221,4.325,2.28,0.17,0.085,0.045,0.27,0.183,0.46,0.275,0.079
1743,ND,35,415,0,0,0,260.8,87,44.34,258.1,78,21.94,131.3,123,5.91,5.8,2,1.57,1,0,0.004,74.0,290.0,656.0,0.51,0.281,0.048,0.785,2.998,3.309,1.067,2.9,0.17,0.085,0.045,0.271,0.599,0.296,0.08,0.021
1744,WI,120,408,0,1,26,239.4,94,40.7,259.4,88,22.05,238.0,132,10.71,7.7,3,2.08,0,0,0.033,76.0,317.0,744.0,0.433,0.251,0.081,0.693,2.547,2.948,1.803,2.567,0.17,0.085,0.045,0.27,0.536,0.29,0.141,0.027
1745,MN,68,510,0,0,0,226.7,94,38.54,168.4,129,14.31,188.7,117,8.49,10.2,1,2.75,0,0,0.032,64.0,341.0,594.0,0.41,0.111,0.073,2.75,2.412,1.305,1.613,10.2,0.17,0.085,0.045,0.27,0.602,0.224,0.133,0.043
1746,DC,60,408,0,0,0,179.3,147,30.48,208.9,89,17.76,248.2,98,11.17,13.5,6,3.65,1,1,0.004,63.0,340.0,650.0,0.207,0.2,0.114,0.608,1.22,2.347,2.533,2.25,0.17,0.085,0.045,0.27,0.484,0.282,0.177,0.058
1747,KS,120,510,0,0,0,158.0,110,26.86,197.0,103,16.75,154.9,132,6.97,10.0,5,2.7,1,0,0.016,53.0,350.0,520.0,0.244,0.163,0.053,0.54,1.436,1.913,1.173,2.0,0.17,0.085,0.045,0.27,0.507,0.316,0.132,0.051
1748,MT,71,510,0,1,23,175.7,82,29.87,258.9,136,22.01,268.4,154,12.08,14.1,7,3.81,1,0,0.006,68.0,379.0,717.0,0.364,0.162,0.078,0.544,2.143,1.904,1.743,2.014,0.17,0.085,0.045,0.27,0.439,0.324,0.178,0.056
1749,WV,124,415,0,0,0,157.4,107,26.76,167.8,112,14.26,188.8,102,8.5,8.8,3,2.38,3,0,0.01,52.0,324.0,523.0,0.25,0.127,0.083,0.793,1.471,1.498,1.851,2.933,0.17,0.085,0.045,0.27,0.515,0.274,0.163,0.046
1750,ME,23,510,0,0,0,113.1,74,19.23,168.8,95,14.35,262.9,126,11.83,6.9,2,1.86,1,1,0.008,47.0,297.0,552.0,0.26,0.151,0.094,0.93,1.528,1.777,2.087,3.45,0.17,0.085,0.045,0.27,0.409,0.305,0.252,0.04
1751,WY,225,415,0,0,0,182.7,142,31.06,246.5,63,20.95,218.0,103,9.81,8.8,2,2.38,1,0,0.003,64.0,310.0,656.0,0.219,0.333,0.095,1.19,1.287,3.913,2.117,4.4,0.17,0.085,0.045,0.27,0.485,0.327,0.153,0.037
1752,NY,181,415,1,0,0,161.3,83,27.42,124.4,83,10.57,262.0,98,11.79,14.1,3,3.81,0,1,0.109,54.0,267.0,562.0,0.33,0.127,0.12,1.27,1.943,1.499,2.673,4.7,0.17,0.085,0.045,0.27,0.508,0.196,0.218,0.071
1753,VT,63,415,0,0,0,142.5,92,24.23,208.3,102,17.71,228.9,120,10.3,7.5,2,2.03,2,0,0.004,54.0,316.0,587.0,0.263,0.174,0.086,1.015,1.549,2.042,1.907,3.75,0.17,0.085,0.045,0.271,0.449,0.328,0.191,0.038
1754,NC,54,415,1,0,0,190.5,108,32.39,259.7,108,22.07,141.5,111,6.37,9.7,2,2.62,2,1,0.059,63.0,329.0,601.0,0.3,0.204,0.057,1.31,1.764,2.405,1.275,4.85,0.17,0.085,0.045,0.27,0.514,0.35,0.101,0.042
1755,MO,80,408,1,1,15,159.3,110,27.08,170.6,120,14.5,141.2,82,6.35,11.9,5,3.21,1,0,0.034,51.0,317.0,483.0,0.246,0.121,0.077,0.642,1.448,1.422,1.722,2.38,0.17,0.085,0.045,0.27,0.531,0.284,0.125,0.063
1756,NC,118,408,1,1,39,153.8,106,26.15,123.3,111,10.48,117.8,103,5.3,9.2,6,2.48,1,0,0.059,44.0,326.0,404.0,0.247,0.094,0.051,0.413,1.451,1.111,1.144,1.533,0.17,0.085,0.045,0.27,0.594,0.238,0.12,0.056
1757,NJ,42,408,1,0,0,180.7,127,30.72,174.6,94,14.84,165.3,114,7.44,12.0,6,3.24,2,0,0.05,56.0,341.0,533.0,0.242,0.158,0.065,0.54,1.423,1.857,1.45,2.0,0.17,0.085,0.045,0.27,0.549,0.265,0.133,0.058
1758,OH,134,408,0,0,0,202.7,105,34.46,224.9,90,19.12,253.9,108,11.43,12.1,7,3.27,0,0,0.065,68.0,310.0,694.0,0.328,0.212,0.106,0.467,1.93,2.499,2.351,1.729,0.17,0.085,0.045,0.27,0.507,0.281,0.168,0.048
1759,TX,66,415,0,1,35,190.8,100,32.44,261.3,93,22.21,209.5,108,9.43,8.9,6,2.4,0,0,0.163,66.0,307.0,670.0,0.324,0.239,0.087,0.4,1.908,2.81,1.94,1.483,0.17,0.085,0.045,0.27,0.492,0.337,0.143,0.036
1760,WA,66,415,0,0,0,205.1,102,34.87,232.7,109,19.78,259.9,95,11.7,9.2,6,2.48,2,0,0.043,69.0,312.0,707.0,0.342,0.181,0.123,0.413,2.011,2.135,2.736,1.533,0.17,0.085,0.045,0.27,0.505,0.287,0.17,0.036
1761,TN,127,415,0,1,28,235.6,124,40.05,236.8,113,20.13,241.2,127,10.85,7.7,2,2.08,1,0,0.038,73.0,366.0,721.0,0.323,0.178,0.085,1.04,1.9,2.096,1.899,3.85,0.17,0.085,0.045,0.27,0.549,0.276,0.149,0.028
1762,HI,146,510,0,0,0,189.3,77,32.18,155.9,128,13.25,186.0,83,8.37,7.4,3,2.0,0,0,0.008,56.0,291.0,539.0,0.418,0.104,0.101,0.667,2.458,1.218,2.241,2.467,0.17,0.085,0.045,0.27,0.575,0.237,0.149,0.036
1763,WY,93,408,0,1,42,166.9,101,28.37,273.2,84,23.22,171.0,106,7.69,11.5,1,3.11,1,0,0.003,62.0,292.0,623.0,0.281,0.276,0.073,3.11,1.652,3.252,1.613,11.5,0.17,0.085,0.045,0.27,0.458,0.375,0.124,0.05
1764,CT,77,415,0,0,0,245.2,87,41.68,254.1,83,21.6,239.4,91,10.77,7.5,4,2.03,0,1,0.02,76.0,265.0,746.0,0.479,0.26,0.118,0.507,2.818,3.061,2.631,1.875,0.17,0.085,0.045,0.271,0.548,0.284,0.142,0.027
1765,NM,111,415,0,0,0,132.6,125,22.54,221.1,67,18.79,127.9,101,5.76,12.7,2,3.43,4,1,0.012,51.0,295.0,494.0,0.18,0.28,0.057,1.715,1.061,3.3,1.266,6.35,0.17,0.085,0.045,0.27,0.442,0.368,0.113,0.067
1766,NJ,125,415,0,0,0,182.3,64,30.99,139.8,121,11.88,171.6,96,7.72,11.6,7,3.13,2,0,0.05,54.0,288.0,505.0,0.484,0.098,0.08,0.447,2.848,1.155,1.787,1.657,0.17,0.085,0.045,0.27,0.574,0.22,0.143,0.058
1767,AL,115,510,0,1,14,192.3,86,32.69,88.7,90,7.54,229.4,120,10.32,10.5,3,2.84,2,0,0.028,53.0,299.0,521.0,0.38,0.084,0.086,0.947,2.236,0.986,1.912,3.5,0.17,0.085,0.045,0.27,0.617,0.142,0.195,0.054
1768,MN,115,510,1,0,0,122.0,110,20.74,220.2,100,18.72,179.7,124,8.09,10.8,2,2.92,2,1,0.032,50.0,336.0,533.0,0.189,0.187,0.065,1.46,1.109,2.202,1.449,5.4,0.17,0.085,0.045,0.27,0.415,0.374,0.162,0.058
1769,NC,114,408,0,0,0,193.0,101,32.81,250.0,81,21.25,133.3,79,6.0,9.6,2,2.59,2,0,0.059,63.0,263.0,586.0,0.325,0.262,0.076,1.295,1.911,3.086,1.687,4.8,0.17,0.085,0.045,0.27,0.521,0.337,0.095,0.041
1770,OH,106,415,0,0,0,158.6,112,26.96,220.0,114,18.7,252.9,106,11.38,9.1,3,2.46,0,0,0.065,60.0,335.0,641.0,0.241,0.164,0.107,0.82,1.416,1.93,2.386,3.033,0.17,0.085,0.045,0.27,0.449,0.312,0.19,0.041
1771,ND,118,415,0,1,39,91.5,125,15.56,219.9,113,18.69,229.0,99,10.31,12.7,8,3.43,2,0,0.004,48.0,345.0,553.0,0.124,0.165,0.104,0.429,0.732,1.946,2.313,1.587,0.17,0.085,0.045,0.27,0.324,0.389,0.215,0.071
1772,CO,59,510,0,0,0,153.6,92,26.11,205.5,88,17.47,114.5,89,5.15,12.5,10,3.38,1,0,0.032,52.0,279.0,486.0,0.284,0.199,0.058,0.338,1.67,2.335,1.287,1.25,0.17,0.085,0.045,0.27,0.502,0.336,0.099,0.065
1773,ND,87,415,1,1,40,221.6,79,37.67,157.1,74,13.35,222.4,124,10.01,11.5,3,3.11,1,0,0.004,64.0,280.0,613.0,0.477,0.18,0.081,1.037,2.805,2.123,1.794,3.833,0.17,0.085,0.045,0.27,0.589,0.209,0.156,0.049
1774,NY,21,415,0,0,0,244.7,81,41.6,168.0,117,14.28,281.5,87,12.67,6.6,1,1.78,1,0,0.109,70.0,286.0,701.0,0.514,0.122,0.146,1.78,3.021,1.436,3.236,6.6,0.17,0.085,0.045,0.27,0.594,0.204,0.181,0.025
1775,WI,142,408,0,1,24,239.8,103,40.77,285.9,65,24.3,256.7,106,11.55,9.5,4,2.57,0,0,0.033,79.0,278.0,792.0,0.396,0.374,0.109,0.642,2.328,4.398,2.422,2.375,0.17,0.085,0.045,0.271,0.516,0.308,0.146,0.033
1776,WY,62,415,0,0,0,172.4,132,29.31,230.5,100,19.59,228.2,109,10.27,11.0,5,2.97,0,0,0.003,62.0,346.0,642.0,0.222,0.196,0.094,0.594,1.306,2.305,2.094,2.2,0.17,0.085,0.045,0.27,0.473,0.316,0.166,0.048
1777,OR,149,415,0,0,0,242.5,83,41.23,245.4,97,20.86,219.6,80,9.88,10.0,3,2.7,3,1,0.024,75.0,263.0,718.0,0.497,0.215,0.123,0.9,2.922,2.53,2.745,3.333,0.17,0.085,0.045,0.27,0.55,0.278,0.132,0.036
1778,CO,54,510,0,1,39,117.6,82,19.99,159.2,60,13.53,236.4,113,10.64,11.3,10,3.05,2,0,0.032,47.0,265.0,524.0,0.244,0.225,0.094,0.305,1.434,2.653,2.092,1.13,0.17,0.085,0.045,0.27,0.425,0.288,0.226,0.065
1779,LA,112,510,0,0,0,174.5,127,29.67,259.3,71,22.04,170.5,120,7.67,11.3,7,3.05,1,0,0.026,62.0,325.0,616.0,0.234,0.31,0.064,0.436,1.374,3.652,1.421,1.614,0.17,0.085,0.045,0.27,0.479,0.355,0.124,0.049
1780,AL,68,510,0,0,0,157.3,83,26.74,220.9,85,18.78,218.9,129,9.85,12.0,7,3.24,1,0,0.028,59.0,304.0,609.0,0.322,0.221,0.076,0.463,1.895,2.599,1.697,1.714,0.17,0.085,0.045,0.27,0.453,0.318,0.167,0.055
1781,TX,201,415,0,1,21,192.0,97,32.64,239.1,81,20.32,116.1,125,5.22,15.1,3,4.08,1,0,0.163,62.0,306.0,562.0,0.336,0.251,0.042,1.36,1.979,2.952,0.929,5.033,0.17,0.085,0.045,0.27,0.526,0.328,0.084,0.066
1782,PA,88,510,0,0,0,218.2,76,37.09,169.3,60,14.39,141.1,99,6.35,8.0,1,2.16,1,0,0.071,60.0,236.0,537.0,0.488,0.24,0.064,2.16,2.871,2.822,1.425,8.0,0.17,0.085,0.045,0.27,0.618,0.24,0.106,0.036
1783,IL,85,415,0,1,29,144.6,97,24.58,140.0,102,11.9,165.4,148,7.44,10.9,3,2.94,1,0,0.072,47.0,350.0,461.0,0.253,0.117,0.05,0.98,1.491,1.373,1.118,3.633,0.17,0.085,0.045,0.27,0.523,0.253,0.158,0.063
1784,DE,51,415,1,0,0,153.6,108,26.11,232.9,85,19.8,214.2,92,9.64,14.1,4,3.81,0,1,0.005,59.0,289.0,615.0,0.242,0.233,0.105,0.952,1.422,2.74,2.328,3.525,0.17,0.085,0.045,0.27,0.443,0.336,0.163,0.065
1785,MO,45,510,0,1,29,135.8,104,23.09,222.5,101,18.91,235.6,92,10.6,7.9,6,2.13,2,0,0.034,55.0,303.0,602.0,0.222,0.187,0.115,0.355,1.306,2.203,2.561,1.317,0.17,0.085,0.045,0.27,0.42,0.344,0.193,0.039
1786,AR,116,510,0,0,0,160.7,69,27.32,146.8,106,12.48,287.8,144,12.95,8.2,5,2.21,0,0,0.017,55.0,324.0,604.0,0.396,0.118,0.09,0.442,2.329,1.385,1.999,1.64,0.17,0.085,0.045,0.27,0.497,0.227,0.235,0.04
1787,OH,146,408,0,1,31,202.5,91,34.43,241.4,108,20.52,169.6,77,7.63,7.8,2,2.11,1,0,0.065,65.0,278.0,621.0,0.378,0.19,0.099,1.055,2.225,2.235,2.203,3.9,0.17,0.085,0.045,0.271,0.53,0.316,0.117,0.032
1788,WI,63,510,0,1,34,152.2,119,25.87,227.1,91,19.3,195.7,103,8.81,12.3,5,3.32,1,0,0.033,57.0,318.0,587.0,0.217,0.212,0.086,0.664,1.279,2.496,1.9,2.46,0.17,0.085,0.045,0.27,0.454,0.339,0.155,0.058
1789,GA,133,510,0,0,0,227.4,90,38.66,73.2,135,6.22,114.3,99,5.14,4.7,7,1.27,0,0,0.06,51.0,331.0,420.0,0.43,0.046,0.052,0.181,2.527,0.542,1.155,0.671,0.17,0.085,0.045,0.27,0.758,0.122,0.101,0.025
1790,KY,125,408,0,0,0,191.6,115,32.57,205.6,108,17.48,210.2,123,9.46,9.2,3,2.48,2,0,0.025,62.0,349.0,617.0,0.283,0.162,0.077,0.827,1.666,1.904,1.709,3.067,0.17,0.085,0.045,0.27,0.525,0.282,0.153,0.04
1791,OH,72,510,0,0,0,138.9,111,23.61,211.6,102,17.99,179.5,91,8.08,10.8,3,2.92,1,0,0.065,53.0,307.0,541.0,0.213,0.176,0.089,0.973,1.251,2.075,1.973,3.6,0.17,0.085,0.045,0.27,0.445,0.339,0.152,0.055
1792,TN,130,408,0,0,0,127.0,102,21.59,206.9,107,17.59,231.7,99,10.43,6.1,6,1.65,0,0,0.038,51.0,314.0,572.0,0.212,0.164,0.105,0.275,1.245,1.934,2.34,1.017,0.17,0.085,0.045,0.27,0.423,0.345,0.205,0.032
1793,SD,97,415,0,0,0,168.6,87,28.66,259.2,105,22.03,279.8,123,12.59,7.3,4,1.97,1,0,0.005,65.0,319.0,715.0,0.329,0.21,0.102,0.492,1.938,2.469,2.275,1.825,0.17,0.085,0.045,0.27,0.441,0.339,0.194,0.03
1794,NY,54,415,0,0,0,286.6,73,48.72,223.2,108,18.97,203.7,107,9.17,11.5,5,3.11,1,1,0.109,80.0,293.0,725.0,0.667,0.176,0.086,0.622,3.926,2.067,1.904,2.3,0.17,0.085,0.045,0.27,0.609,0.237,0.115,0.039
1795,GA,160,415,0,1,29,164.6,121,27.98,262.8,108,22.34,123.8,131,5.57,15.2,4,4.1,1,0,0.06,60.0,364.0,566.0,0.231,0.207,0.043,1.025,1.36,2.433,0.945,3.8,0.17,0.085,0.045,0.27,0.466,0.372,0.093,0.068
1796,TX,79,415,0,0,0,144.0,90,24.48,135.8,91,11.54,212.4,129,9.56,13.0,4,3.51,1,0,0.163,49.0,314.0,505.0,0.272,0.127,0.074,0.877,1.6,1.492,1.647,3.25,0.17,0.085,0.045,0.27,0.5,0.236,0.195,0.072
1797,WV,92,415,0,1,47,141.6,95,24.07,207.9,130,17.67,203.6,95,9.16,10.2,11,2.75,0,0,0.01,54.0,331.0,563.0,0.253,0.136,0.096,0.25,1.491,1.599,2.143,0.927,0.17,0.085,0.045,0.27,0.446,0.327,0.17,0.051
1798,MI,59,415,0,0,0,204.3,65,34.73,247.3,123,21.02,214.7,94,9.66,12.0,4,3.24,1,0,0.056,69.0,286.0,678.0,0.534,0.171,0.103,0.81,3.143,2.011,2.284,3.0,0.17,0.085,0.045,0.27,0.503,0.305,0.14,0.047
1799,ND,132,510,0,0,0,163.2,80,27.74,167.6,90,14.25,87.5,90,3.94,6.2,10,1.67,1,0,0.004,48.0,270.0,424.0,0.347,0.158,0.044,0.167,2.04,1.862,0.972,0.62,0.17,0.085,0.045,0.269,0.578,0.297,0.082,0.035
1800,NE,21,510,0,0,0,225.0,110,38.25,244.2,111,20.76,221.2,93,9.95,10.7,4,2.89,0,0,0.011,72.0,318.0,701.0,0.348,0.187,0.107,0.722,2.045,2.2,2.378,2.675,0.17,0.085,0.045,0.27,0.531,0.288,0.138,0.04
1801,SD,93,415,0,0,0,176.1,103,29.94,199.7,130,16.97,263.9,96,11.88,8.5,6,2.3,2,0,0.005,61.0,335.0,648.0,0.291,0.131,0.124,0.383,1.71,1.536,2.749,1.417,0.17,0.085,0.045,0.271,0.491,0.278,0.195,0.038
1802,NJ,147,415,0,1,36,254.2,78,43.21,228.1,105,19.39,98.0,125,4.41,13.8,7,3.73,5,0,0.05,71.0,315.0,594.0,0.554,0.185,0.035,0.533,3.259,2.172,0.784,1.971,0.17,0.085,0.045,0.27,0.609,0.273,0.062,0.053
1803,AK,101,510,0,0,0,174.9,105,29.73,262.0,75,22.27,210.0,93,9.45,8.5,5,2.3,1,0,0.004,64.0,278.0,655.0,0.283,0.297,0.102,0.46,1.666,3.493,2.258,1.7,0.17,0.085,0.045,0.271,0.465,0.348,0.148,0.036
1804,CT,125,415,1,0,0,187.3,118,31.84,160.7,111,13.66,263.8,112,11.87,9.6,2,2.59,0,1,0.02,60.0,343.0,621.0,0.27,0.123,0.106,1.295,1.587,1.448,2.355,4.8,0.17,0.085,0.045,0.27,0.531,0.228,0.198,0.043
1805,CO,63,415,0,0,0,211.8,84,36.01,230.9,137,19.63,217.1,99,9.77,10.7,9,2.89,3,0,0.032,68.0,329.0,671.0,0.429,0.143,0.099,0.321,2.521,1.685,2.193,1.189,0.17,0.085,0.045,0.27,0.53,0.289,0.144,0.042
1806,MD,107,415,0,0,0,241.9,102,41.12,126.9,117,10.79,185.6,92,8.35,11.7,6,3.16,0,0,0.034,63.0,317.0,566.0,0.403,0.092,0.091,0.527,2.372,1.085,2.017,1.95,0.17,0.085,0.045,0.27,0.653,0.171,0.133,0.05
1807,ND,110,408,0,0,0,196.1,103,33.34,199.7,123,16.97,135.9,71,6.12,12.9,1,3.48,3,0,0.004,60.0,298.0,545.0,0.324,0.138,0.086,3.48,1.904,1.624,1.914,12.9,0.17,0.085,0.045,0.27,0.556,0.283,0.102,0.058
1808,NH,83,415,0,0,0,231.3,100,39.32,210.4,84,17.88,217.4,106,9.78,12.4,2,3.35,3,0,0.008,70.0,292.0,672.0,0.393,0.213,0.092,1.675,2.313,2.505,2.051,6.2,0.17,0.085,0.045,0.27,0.562,0.255,0.14,0.048
1809,MN,117,408,0,0,0,161.6,104,27.47,196.3,119,16.69,294.8,111,13.27,13.8,2,3.73,1,0,0.032,61.0,336.0,666.0,0.264,0.14,0.12,1.865,1.554,1.65,2.656,6.9,0.17,0.085,0.045,0.27,0.45,0.274,0.218,0.061
1810,KY,124,415,0,0,0,194.0,103,32.98,241.0,116,20.49,227.5,153,10.24,11.9,5,3.21,0,0,0.025,67.0,377.0,674.0,0.32,0.177,0.067,0.642,1.883,2.078,1.487,2.38,0.17,0.085,0.045,0.27,0.492,0.306,0.153,0.048
1811,NH,115,510,0,0,0,109.7,148,18.65,223.8,87,19.02,240.3,96,10.81,15.4,8,4.16,3,0,0.008,53.0,339.0,589.0,0.126,0.219,0.113,0.52,0.741,2.572,2.503,1.925,0.17,0.085,0.045,0.27,0.352,0.359,0.204,0.078
1812,CO,156,408,1,0,0,277.0,119,47.09,238.3,106,20.26,94.4,96,4.25,8.3,3,2.24,1,0,0.032,74.0,324.0,618.0,0.396,0.191,0.044,0.747,2.328,2.248,0.983,2.767,0.17,0.085,0.045,0.27,0.636,0.274,0.057,0.03
1813,KY,89,408,0,0,0,192.1,83,32.66,163.6,88,13.91,169.7,138,7.64,6.1,3,1.65,0,0,0.025,56.0,312.0,532.0,0.393,0.158,0.055,0.55,2.314,1.859,1.23,2.033,0.17,0.085,0.045,0.27,0.583,0.248,0.136,0.029
1814,KY,72,415,0,0,0,198.4,147,33.73,216.9,121,18.44,112.8,125,5.08,13.1,4,3.54,0,0,0.025,61.0,397.0,541.0,0.229,0.152,0.041,0.885,1.35,1.793,0.902,3.275,0.17,0.085,0.045,0.27,0.553,0.302,0.083,0.058
1815,IN,101,415,0,1,42,209.2,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57,0,0,0.038,60.0,259.0,560.0,0.434,0.183,0.082,0.857,2.551,2.158,1.816,3.167,0.17,0.085,0.045,0.271,0.593,0.226,0.136,0.043
1816,OR,53,415,0,0,0,184.8,98,31.42,216.4,125,18.39,141.1,116,6.35,18.4,3,4.97,2,0,0.024,61.0,342.0,561.0,0.321,0.147,0.055,1.657,1.886,1.731,1.216,6.133,0.17,0.085,0.045,0.27,0.515,0.301,0.104,0.081
1817,SD,116,408,0,0,0,167.8,119,28.53,142.0,123,12.07,190.7,128,8.58,7.3,4,1.97,2,0,0.005,51.0,374.0,508.0,0.24,0.098,0.067,0.492,1.41,1.154,1.49,1.825,0.17,0.085,0.045,0.27,0.559,0.237,0.168,0.039
1818,DE,78,408,0,0,0,139.2,140,23.66,191.4,113,16.27,286.5,125,12.89,11.8,3,3.19,3,0,0.005,56.0,381.0,629.0,0.169,0.144,0.103,1.063,0.994,1.694,2.292,3.933,0.17,0.085,0.045,0.27,0.422,0.291,0.23,0.057
1819,OR,117,415,0,1,17,221.3,82,37.62,167.6,100,14.25,262.7,87,11.82,4.4,4,1.19,0,0,0.024,65.0,273.0,656.0,0.459,0.142,0.136,0.297,2.699,1.676,3.02,1.1,0.17,0.085,0.045,0.27,0.579,0.219,0.182,0.018
1820,NE,56,510,0,0,0,121.6,84,20.67,165.3,115,14.05,243.9,95,10.98,8.9,2,2.4,1,0,0.011,48.0,296.0,540.0,0.246,0.122,0.116,1.2,1.448,1.437,2.567,4.45,0.17,0.085,0.045,0.27,0.431,0.293,0.229,0.05
1821,OH,123,408,0,1,39,270.4,99,45.97,245.1,110,20.83,108.9,113,4.9,15.4,7,4.16,1,0,0.065,76.0,329.0,640.0,0.464,0.189,0.043,0.594,2.731,2.228,0.964,2.2,0.17,0.085,0.045,0.27,0.605,0.274,0.064,0.055
1822,OH,127,408,0,0,0,139.6,94,23.73,240.9,112,20.48,127.1,88,5.72,8.8,4,2.38,2,0,0.065,52.0,298.0,516.0,0.252,0.183,0.065,0.595,1.485,2.151,1.444,2.2,0.17,0.085,0.045,0.27,0.456,0.394,0.11,0.046
1823,AR,116,415,0,1,23,253.0,78,43.01,138.9,121,11.81,277.8,104,12.5,11.8,3,3.19,2,0,0.017,71.0,306.0,682.0,0.551,0.098,0.12,1.063,3.244,1.148,2.671,3.933,0.17,0.085,0.045,0.27,0.606,0.166,0.176,0.045
1824,KS,138,510,0,1,26,183.9,83,31.26,240.7,93,20.46,185.7,125,8.36,15.0,3,4.05,1,0,0.016,64.0,304.0,625.0,0.377,0.22,0.067,1.35,2.216,2.588,1.486,5.0,0.17,0.085,0.045,0.27,0.488,0.32,0.131,0.063
1825,TX,120,415,0,0,0,203.3,108,34.56,259.9,66,22.09,115.9,103,5.22,7.8,2,2.11,3,0,0.163,64.0,279.0,587.0,0.32,0.335,0.051,1.055,1.882,3.938,1.125,3.9,0.17,0.085,0.045,0.271,0.54,0.345,0.082,0.033
1826,WI,102,408,0,0,0,200.6,106,34.1,152.5,127,12.96,199.4,128,8.97,7.7,2,2.08,3,0,0.033,58.0,363.0,560.0,0.322,0.102,0.07,1.04,1.892,1.201,1.558,3.85,0.17,0.085,0.045,0.27,0.588,0.223,0.155,0.036
1827,OR,95,415,0,0,0,167.6,96,28.49,176.0,89,14.96,250.9,113,11.29,13.4,6,3.62,2,0,0.024,58.0,304.0,608.0,0.297,0.168,0.1,0.603,1.746,1.978,2.22,2.233,0.17,0.085,0.045,0.27,0.491,0.258,0.195,0.062
1828,VA,102,408,0,0,0,156.5,67,26.61,204.3,103,17.37,141.9,72,6.39,9.9,2,2.67,2,0,0.048,53.0,244.0,513.0,0.397,0.169,0.089,1.335,2.336,1.983,1.971,4.95,0.17,0.085,0.045,0.27,0.502,0.328,0.121,0.05
1829,AR,89,415,0,1,25,215.1,140,36.57,197.4,69,16.78,162.1,117,7.29,10.6,10,2.86,1,0,0.017,64.0,336.0,585.0,0.261,0.243,0.062,0.286,1.536,2.861,1.385,1.06,0.17,0.085,0.045,0.27,0.571,0.262,0.114,0.045
1830,CT,50,408,0,0,0,301.7,82,51.29,167.1,118,14.2,72.2,89,3.25,10.5,6,2.84,1,0,0.02,72.0,295.0,552.0,0.625,0.12,0.037,0.473,3.679,1.416,0.811,1.75,0.17,0.085,0.045,0.27,0.712,0.197,0.045,0.039
1831,OH,93,415,0,1,42,152.3,90,25.89,267.5,102,22.74,266.9,130,12.01,11.3,5,3.05,7,0,0.065,64.0,327.0,698.0,0.288,0.223,0.092,0.61,1.692,2.623,2.053,2.26,0.17,0.085,0.045,0.27,0.405,0.355,0.188,0.048
1832,WY,68,510,0,0,0,195.4,116,33.22,212.1,101,18.03,138.4,134,6.23,15.1,11,4.08,1,0,0.003,62.0,362.0,561.0,0.286,0.179,0.046,0.371,1.684,2.1,1.033,1.373,0.17,0.085,0.045,0.27,0.536,0.291,0.1,0.066
1833,IL,70,408,0,0,0,208.7,97,35.48,275.5,83,23.42,182.5,122,8.21,8.0,3,2.16,2,0,0.072,69.0,305.0,675.0,0.366,0.282,0.067,0.72,2.152,3.319,1.496,2.667,0.17,0.085,0.045,0.27,0.514,0.339,0.119,0.031
1834,MO,138,415,0,1,29,190.1,87,32.32,223.2,123,18.97,256.2,130,11.53,14.2,6,3.83,0,0,0.034,67.0,346.0,684.0,0.371,0.154,0.089,0.638,2.185,1.815,1.971,2.367,0.17,0.085,0.045,0.27,0.482,0.283,0.172,0.057
1835,DC,141,415,0,1,37,185.4,87,31.52,178.5,128,15.17,218.3,107,9.82,8.0,3,2.16,4,0,0.004,59.0,325.0,590.0,0.362,0.119,0.092,0.72,2.131,1.395,2.04,2.667,0.17,0.085,0.045,0.27,0.534,0.257,0.166,0.037
1836,MA,112,415,0,1,17,183.2,95,31.14,252.8,125,21.49,156.7,95,7.05,9.7,3,2.62,0,0,0.039,62.0,318.0,602.0,0.328,0.172,0.074,0.873,1.928,2.022,1.649,3.233,0.17,0.085,0.045,0.27,0.502,0.347,0.114,0.042
1837,NH,117,510,1,0,0,54.2,100,9.21,303.2,84,25.77,171.8,84,7.73,8.6,2,2.32,1,1,0.008,45.0,270.0,538.0,0.092,0.307,0.092,1.16,0.542,3.61,2.045,4.3,0.17,0.085,0.045,0.27,0.205,0.573,0.172,0.052
